ensembl_gene_id hgnc_symbol hgnc_id chromosome_name start_position end_position gene_biotype
ENSG00000005379 TSPOAP1 HGNC:16831 17 58301228 58328795 protein_coding
ENSG00000158234 FAIM HGNC:18703 3 138608606 138633376 protein_coding
ENSG00000056558 TRAF1 HGNC:12031 9 120902393 120929173 protein_coding
ENSG00000015171 ZMYND11 HGNC:16966 10 134465 254637 protein_coding
ENSG00000166086 JAM3 HGNC:15532 11 134069071 134152001 protein_coding
ENSG00000112992 NNT HGNC:7863 5 43602692 43707405 protein_coding
ENSG00000106804 C5 HGNC:1331 9 120952335 121050275 protein_coding
ENSG00000133619 KRBA1 HGNC:22228 7 149714781 149734575 protein_coding
ENSG00000206527 HACD2 HGNC:9640 3 123490820 123585053 protein_coding
ENSG00000173163 COMMD1 HGNC:23024 2 61888724 62147247 protein_coding
ENSG00000177889 UBE2N HGNC:12492 12 93405673 93441947 protein_coding
ENSG00000117174 ZNHIT6 HGNC:26089 1 85649417 85708433 protein_coding
ENSG00000215131 C16orf90 HGNC:34455 16 3493484 3495489 protein_coding
ENSG00000163421 PROK2 HGNC:18455 3 71771655 71785206 protein_coding
ENSG00000115306 SPTBN1 HGNC:11275 2 54456317 54671446 protein_coding
ENSG00000103351 CLUAP1 HGNC:19009 16 3500976 3539048 protein_coding
ENSG00000135426 TESPA1 HGNC:29109 12 54948015 54984762 protein_coding
ENSG00000163430 FSTL1 HGNC:3972 3 120392293 120450993 protein_coding
ENSG00000184313 MROH7 HGNC:24802 1 54641754 54710266 protein_coding
ENSG00000136379 ABHD17C HGNC:26925 15 80679684 80755621 protein_coding
ENSG00000128881 TTBK2 HGNC:19141 15 42738730 42920809 protein_coding
ENSG00000157500 APPL1 HGNC:24035 3 57227726 57278105 protein_coding
ENSG00000149547 EI24 HGNC:13276 11 125569280 125584684 protein_coding
ENSG00000119396 RAB14 HGNC:16524 9 121178133 121223014 protein_coding
ENSG00000050393 MCUR1 HGNC:21097 6 13786557 13814568 protein_coding
ENSG00000166557 TMED3 HGNC:28889 15 79311112 79427432 protein_coding
ENSG00000120280 TASL HGNC:25667 X 30558809 30577766 protein_coding
ENSG00000198814 GK HGNC:4289 X 30653359 30731462 protein_coding
ENSG00000164494 PDSS2 HGNC:23041 6 107152562 107459564 protein_coding
ENSG00000167984 NLRC3 HGNC:29889 16 3539033 3577403 protein_coding
ENSG00000135175 OCM2 HGNC:34396 7 97984684 97991169 protein_coding
ENSG00000197978 GOLGA6L9 HGNC:37229 15 82430018 82439153 protein_coding
ENSG00000136897 MRPL50 HGNC:16654 9 101387633 101398618 protein_coding
ENSG00000136872 ALDOB HGNC:417 9 101420560 101449664 protein_coding
ENSG00000124743 KLHL31 HGNC:21353 6 53647916 53665756 protein_coding
ENSG00000108423 TUBD1 HGNC:16811 17 59859479 59892945 protein_coding
ENSG00000158104 HPD HGNC:5147 12 121839527 121863596 protein_coding
ENSG00000135540 NHSL1 HGNC:21021 6 138422043 138692571 protein_coding
ENSG00000103888 CEMIP HGNC:29213 15 80779343 80951776 protein_coding
ENSG00000197714 ZNF460 HGNC:21628 19 57280051 57294069 protein_coding
ENSG00000176542 USF3 HGNC:30494 3 113648385 113696646 protein_coding
ENSG00000169035 KLK7 HGNC:6368 19 50976468 50984099 protein_coding
ENSG00000168875 SOX14 HGNC:11193 3 137764315 137766334 protein_coding
ENSG00000257743 MGAM2 HGNC:28101 7 142111749 142222324 protein_coding
ENSG00000214237 MINDY4B HGNC:35475 3 150870376 150905439 protein_coding
ENSG00000165152 PGAP4 HGNC:28180 9 101473170 101533537 protein_coding
ENSG00000188827 SLX4 HGNC:23845 16 3581181 3611606 protein_coding
ENSG00000215712 TMEM242 HGNC:17206 6 157289025 157323601 protein_coding
ENSG00000155827 RNF20 HGNC:10062 9 101533853 101563344 protein_coding
ENSG00000118017 A4GNT HGNC:17968 3 138123713 138132390 protein_coding
ENSG00000114023 FAM162A HGNC:17865 3 122384176 122412334 protein_coding
ENSG00000126602 TRAP1 HGNC:16264 16 3651639 3717553 protein_coding
ENSG00000102230 PCYT1B HGNC:8755 X 24558087 24672677 protein_coding
ENSG00000106025 TSPAN12 HGNC:21641 7 120787320 120858402 protein_coding
ENSG00000196735 HLA-DQA1 HGNC:4942 6 32628179 32647062 protein_coding
ENSG00000100722 ZC3H14 HGNC:20509 14 88562970 88627596 protein_coding
ENSG00000105486 LIG1 HGNC:6598 19 48115445 48170603 protein_coding
ENSG00000139133 ALG10 HGNC:23162 12 34022468 34029694 protein_coding
ENSG00000122420 PTGFR HGNC:9600 1 78303884 78540701 protein_coding
ENSG00000188386 PPP3R2 HGNC:9318 9 101591604 101595021 protein_coding
ENSG00000136881 BAAT HGNC:932 9 101354182 101385400 protein_coding
ENSG00000144895 EIF2A HGNC:3254 3 150546678 150586016 protein_coding
ENSG00000141200 KIF2B HGNC:29443 17 53822927 53825193 protein_coding
ENSG00000143013 LMO4 HGNC:6644 1 87328880 87348923 protein_coding
ENSG00000147677 EIF3H HGNC:3273 8 116642130 116766925 protein_coding
ENSG00000120159 CAAP1 HGNC:25834 9 26840685 26892803 protein_coding
ENSG00000049130 KITLG HGNC:6343 12 88492793 88580851 protein_coding
ENSG00000101868 POLA1 HGNC:9173 X 24693873 24996986 protein_coding
ENSG00000162878 PKDCC HGNC:25123 2 42048021 42058517 protein_coding
ENSG00000108443 RPS6KB1 HGNC:10436 17 59893046 59950574 protein_coding
ENSG00000112115 IL17A HGNC:5981 6 52186375 52190638 protein_coding
ENSG00000134748 PRPF38A HGNC:25930 1 52404602 52420836 protein_coding
ENSG00000005249 PRKAR2B HGNC:9392 7 107044705 107161811 protein_coding
ENSG00000125508 SRMS HGNC:11298 20 63538489 63547749 protein_coding
ENSG00000137055 PLAA HGNC:9043 9 26903372 26947242 protein_coding
ENSG00000149599 DUSP15 HGNC:16236 20 31847637 31870664 protein_coding
ENSG00000057663 ATG5 HGNC:589 6 106045423 106325791 protein_coding
ENSG00000097096 SYDE2 HGNC:25841 1 85156889 85201016 protein_coding
ENSG00000142892 PIGK HGNC:8965 1 77088989 77219430 protein_coding
ENSG00000128512 DOCK4 HGNC:19192 7 111726110 112206407 protein_coding
ENSG00000028203 VEZT HGNC:18258 12 95217746 95302799 protein_coding
ENSG00000155097 ATP6V1C1 HGNC:856 8 103021063 103073051 protein_coding
ENSG00000137500 CCDC90B HGNC:28108 11 83259097 83286407 protein_coding
ENSG00000184434 LRRC19 HGNC:23379 9 26993136 27005672 protein_coding
ENSG00000184005 ST6GALNAC3 HGNC:19343 1 76074746 76634603 protein_coding
ENSG00000166073 GPR176 HGNC:32370 15 39799008 39920266 protein_coding
ENSG00000120160 EQTN HGNC:1359 9 27284654 27297150 protein_coding
ENSG00000186191 BPIFB4 HGNC:16179 20 33079643 33111751 protein_coding
ENSG00000172023 REG1B HGNC:9952 2 79085023 79088019 protein_coding
ENSG00000117971 CHRNB4 HGNC:1964 15 78624111 78727754 protein_coding
ENSG00000197273 GUCA2A HGNC:4682 1 42162690 42164745 protein_coding
ENSG00000178445 GLDC HGNC:4313 9 6532467 6645729 protein_coding
ENSG00000058804 NDC1 HGNC:25525 1 53765478 53838463 protein_coding
ENSG00000004848 ARX HGNC:18060 X 25003694 25016420 protein_coding
ENSG00000174306 ZHX3 HGNC:15935 20 41178448 41317731 protein_coding
ENSG00000182484 WASH6P HGNC:31685 X 156020826 156025710 protein_coding
ENSG00000104490 NCALD HGNC:7655 8 101686542 102124907 protein_coding
ENSG00000081059 TCF7 HGNC:11639 5 134114681 134151865 protein_coding
ENSG00000206536 OR5K3 HGNC:31290 3 98390666 98391631 protein_coding
ENSG00000140557 ST8SIA2 HGNC:10870 15 92393881 92468728 protein_coding
ENSG00000168894 RNF181 HGNC:28037 2 85595725 85597708 protein_coding
ENSG00000114744 COMMD2 HGNC:24993 3 149738472 149752495 protein_coding
ENSG00000221878 PSG7 HGNC:9524 19 42924132 42937207 protein_coding
ENSG00000108406 DHX40 HGNC:18018 17 59565558 59608345 protein_coding
ENSG00000278129 ZNF8 HGNC:13154 19 58278955 58302791 protein_coding
ENSG00000152284 TCF7L1 HGNC:11640 2 85133392 85310387 protein_coding
ENSG00000223611 SUPT20HL2 HGNC:31797 X 24310862 24314079 protein_coding
ENSG00000223731 SUPT20HL1 HGNC:30773 X 24362325 24365424 protein_coding
ENSG00000162402 USP24 HGNC:12623 1 55066359 55215364 protein_coding
ENSG00000133265 HSPBP1 HGNC:24989 19 55262223 55280381 protein_coding
ENSG00000102393 GLA HGNC:4296 X 101393273 101408012 protein_coding
ENSG00000180383 DEFB124 HGNC:18104 20 31465471 31476757 protein_coding
ENSG00000125813 PAX1 HGNC:8615 20 21705659 21718481 protein_coding
ENSG00000177707 NECTIN3 HGNC:17664 3 111070071 111275563 protein_coding
ENSG00000124181 PLCG1 HGNC:9065 20 41136960 41196801 protein_coding
ENSG00000111832 RWDD1 HGNC:20993 6 116571409 116597675 protein_coding
ENSG00000159399 HK2 HGNC:4923 2 74834127 74893359 protein_coding
ENSG00000185739 SRL HGNC:11295 16 4189374 4242080 protein_coding
ENSG00000103569 AQP9 HGNC:643 15 58138169 58185911 protein_coding
ENSG00000130244 FAM98C HGNC:27119 19 38403135 38409088 protein_coding
ENSG00000240891 PLCXD2 HGNC:26462 3 111674676 111846447 protein_coding
ENSG00000154975 CA10 HGNC:1369 17 51630313 52160017 protein_coding
ENSG00000104537 ANXA13 HGNC:536 8 123680794 123737402 protein_coding
ENSG00000090447 TFAP4 HGNC:11745 16 4257186 4273075 protein_coding
ENSG00000131089 ARHGEF9 HGNC:14561 X 63634967 63809274 protein_coding
ENSG00000163637 PRICKLE2 HGNC:20340 3 64092236 64445476 protein_coding
ENSG00000140368 PSTPIP1 HGNC:9580 15 76993359 77037475 protein_coding
ENSG00000130529 TRPM4 HGNC:17993 19 49157741 49211836 protein_coding
ENSG00000185250 PPIL6 HGNC:21557 6 109390215 109441171 protein_coding
ENSG00000156113 KCNMA1 HGNC:6284 10 76869601 77638369 protein_coding
ENSG00000126603 GLIS2 HGNC:29450 16 4314761 4339597 protein_coding
ENSG00000023287 RB1CC1 HGNC:15574 8 52622458 52745843 protein_coding
ENSG00000116641 DOCK7 HGNC:19190 1 62454298 62688386 protein_coding
ENSG00000217930 PAM16 HGNC:29679 16 4331549 4355607 protein_coding
ENSG00000144843 ADPRH HGNC:269 3 119579268 119589945 protein_coding
ENSG00000136936 XPA HGNC:12814 9 97674909 97697340 protein_coding
ENSG00000165802 NSMF HGNC:29843 9 137447570 137459334 protein_coding
ENSG00000042493 CAPG HGNC:1474 2 85394753 85418432 protein_coding
ENSG00000006837 CDKL3 HGNC:15483 5 134286350 134371047 protein_coding
ENSG00000196562 SULF2 HGNC:20392 20 47656348 47786616 protein_coding
ENSG00000075429 CACNG5 HGNC:1409 17 66835117 66894751 protein_coding
ENSG00000103426 CORO7-PAM16 HGNC:44424 16 4340251 4420494 protein_coding
ENSG00000011052 NME1-NME2 HGNC:33531 17 51153590 51171744 protein_coding
ENSG00000152977 ZIC1 HGNC:12872 3 147393422 147510293 protein_coding
ENSG00000165078 CPA6 HGNC:17245 8 67422038 67746378 protein_coding
ENSG00000185345 PRKN HGNC:8607 6 161347417 162727775 protein_coding
ENSG00000114013 CD86 HGNC:1705 3 122055362 122121139 protein_coding
ENSG00000151502 VPS26B HGNC:28119 11 134224671 134247788 protein_coding
ENSG00000189050 RNFT1 HGNC:30206 17 59952240 59964761 protein_coding
ENSG00000165521 EML5 HGNC:18197 14 88612431 88792752 protein_coding
ENSG00000155087 ODF1 HGNC:8113 8 102551589 102561018 protein_coding
ENSG00000010818 HIVEP2 HGNC:4921 6 142751469 142956698 protein_coding
ENSG00000139218 SCAF11 HGNC:10784 12 45919131 45992120 protein_coding
ENSG00000262246 CORO7 HGNC:26161 16 4354542 4425705 protein_coding
ENSG00000169609 C15orf40 HGNC:28443 15 82988441 83011641 protein_coding
ENSG00000164932 CTHRC1 HGNC:18831 8 103371538 103382989 protein_coding
ENSG00000171643 S100Z HGNC:30367 5 76850001 76921650 protein_coding
ENSG00000172403 SYNPO2 HGNC:17732 4 118850688 119061247 protein_coding
ENSG00000112972 HMGCS1 HGNC:5007 5 43287470 43313512 protein_coding
ENSG00000175792 RUVBL1 HGNC:10474 3 128064778 128153914 protein_coding
ENSG00000121068 TBX2 HGNC:11597 17 61399843 61409466 protein_coding
ENSG00000167618 LAIR2 HGNC:6478 19 54497879 54510687 protein_coding
ENSG00000203872 C6orf163 HGNC:21403 6 87344813 87365463 protein_coding
ENSG00000164758 MED30 HGNC:23032 8 117520713 117540262 protein_coding
ENSG00000140598 EFL1 HGNC:25789 15 82130233 82262734 protein_coding
ENSG00000112378 PERP HGNC:17637 6 138088505 138107419 protein_coding
ENSG00000204361 NXPE2 HGNC:26331 11 114678527 114707069 protein_coding
ENSG00000111962 UST HGNC:17223 6 148747030 149076990 protein_coding
ENSG00000197798 FAM118B HGNC:26110 11 126211724 126262984 protein_coding
ENSG00000146276 GABRR1 HGNC:4090 6 89177504 89231278 protein_coding
ENSG00000171195 MUC7 HGNC:7518 4 70430492 70482997 protein_coding
ENSG00000108984 MAP2K6 HGNC:6846 17 69414697 69553865 protein_coding
ENSG00000176531 PHLDB3 HGNC:30499 19 43474954 43504935 protein_coding
ENSG00000131711 MAP1B HGNC:6836 5 72107234 72209565 protein_coding
ENSG00000164754 RAD21 HGNC:9811 8 116845934 116874776 protein_coding
ENSG00000164099 PRSS12 HGNC:9477 4 118280038 118353003 protein_coding
ENSG00000173611 SCAI HGNC:26709 9 124942608 125143528 protein_coding
ENSG00000139154 AEBP2 HGNC:24051 12 19404045 19720801 protein_coding
ENSG00000131019 ULBP3 HGNC:14895 6 150061053 150069121 protein_coding
ENSG00000164414 SLC35A1 HGNC:11021 6 87470623 87512336 protein_coding
ENSG00000138653 NDST4 HGNC:20779 4 114827763 115113876 protein_coding
ENSG00000165533 TTC8 HGNC:20087 14 88824153 88881078 protein_coding
ENSG00000198829 SUCNR1 HGNC:4542 3 151873643 151884619 protein_coding
ENSG00000168883 USP39 HGNC:20071 2 85602856 85649283 protein_coding
ENSG00000120329 SLC25A2 HGNC:22921 5 141302635 141304049 protein_coding
ENSG00000065518 NDUFB4 HGNC:7699 3 120596328 120602507 protein_coding
ENSG00000181666 ZNF875 HGNC:4928 19 37312837 37369365 protein_coding
ENSG00000196547 MAN2A2 HGNC:6825 15 90902218 90922584 protein_coding
ENSG00000101440 ASIP HGNC:745 20 34194569 34269344 protein_coding
ENSG00000164404 GDF9 HGNC:4224 5 132861181 132866884 protein_coding
ENSG00000145390 USP53 HGNC:29255 4 119212587 119295517 protein_coding
ENSG00000125522 NPBWR2 HGNC:4530 20 64103802 64107565 protein_coding
ENSG00000188909 BSX HGNC:20450 11 122977570 122981834 protein_coding
ENSG00000172264 MACROD2 HGNC:16126 20 13995369 16053197 protein_coding
ENSG00000114107 CEP70 HGNC:29972 3 138494344 138594538 protein_coding
ENSG00000154529 CNTNAP3B HGNC:32035 9 41890314 42129510 protein_coding
ENSG00000154217 PITPNC1 HGNC:21045 17 67377281 67697261 protein_coding
ENSG00000154143 PANX3 HGNC:20573 11 124611428 124620356 protein_coding
ENSG00000164283 ESM1 HGNC:3466 5 54977867 55022671 protein_coding
ENSG00000169057 MECP2 HGNC:6990 X 154021573 154137103 protein_coding
ENSG00000154133 ROBO4 HGNC:17985 11 124883691 124898500 protein_coding
ENSG00000181444 ZNF467 HGNC:23154 7 149764182 149773588 protein_coding
ENSG00000145708 CRHBP HGNC:2356 5 76953045 76981158 protein_coding
ENSG00000080845 DLGAP4 HGNC:24476 20 36306336 36528637 protein_coding
ENSG00000154229 PRKCA HGNC:9393 17 66302613 66810743 protein_coding
ENSG00000051620 HEBP2 HGNC:15716 6 138403531 138422197 protein_coding
ENSG00000121039 RDH10 HGNC:19975 8 73294602 73325281 protein_coding
ENSG00000186591 UBE2H HGNC:12484 7 129830732 129952960 protein_coding
ENSG00000168421 RHOH HGNC:686 4 40191053 40246967 protein_coding
ENSG00000125740 FOSB HGNC:3797 19 45467995 45475179 protein_coding
ENSG00000131016 AKAP12 HGNC:370 6 151239967 151358559 protein_coding
ENSG00000164961 WASHC5 HGNC:28984 8 125024260 125091819 protein_coding
ENSG00000174136 RGMB HGNC:26896 5 98768650 98798643 protein_coding
ENSG00000136040 PLXNC1 HGNC:9106 12 94148577 94307675 protein_coding
ENSG00000203485 INF2 HGNC:23791 14 104681146 104722535 protein_coding
ENSG00000155918 RAET1L HGNC:16798 6 150018334 150025532 protein_coding
ENSG00000151882 CCL28 HGNC:17700 5 43376645 43412391 protein_coding
ENSG00000168256 NKIRAS2 HGNC:17898 17 42011382 42025644 protein_coding
ENSG00000103942 HOMER2 HGNC:17513 15 82836946 82986153 protein_coding
ENSG00000112742 TTK HGNC:12401 6 80003887 80042527 protein_coding
ENSG00000288642 CDR1 HGNC:1798 X 140783578 140784366 protein_coding
ENSG00000224902 GAGE12H HGNC:31908 X 49579983 49587301 protein_coding
ENSG00000164512 ANKRD55 HGNC:25681 5 56099680 56233330 protein_coding
ENSG00000148019 CEP78 HGNC:25740 9 78236062 78279690 protein_coding
ENSG00000166707 ZCCHC18 HGNC:32459 X 104112131 104115842 protein_coding
ENSG00000125823 CSTL1 HGNC:15958 20 23439685 23444930 protein_coding
ENSG00000178229 ZNF543 HGNC:25281 19 57320472 57330770 protein_coding
ENSG00000106278 PTPRZ1 HGNC:9685 7 121873089 122062036 protein_coding
ENSG00000149295 DRD2 HGNC:3023 11 113409605 113475691 protein_coding
ENSG00000158639 PAGE5 HGNC:29992 X 55220346 55224108 protein_coding
ENSG00000125846 ZNF133 HGNC:12917 20 18288283 18316996 protein_coding
ENSG00000187116 LILRA5 HGNC:16309 19 54307070 54313166 protein_coding
ENSG00000055813 CCDC85A HGNC:29400 2 56183990 56386172 protein_coding
ENSG00000185515 BRCC3 HGNC:24185 X 155071420 155123077 protein_coding
ENSG00000145757 SPATA9 HGNC:22988 5 95652181 95698711 protein_coding
ENSG00000138709 LARP1B HGNC:24704 4 128061286 128222931 protein_coding
ENSG00000159556 ISL2 HGNC:18524 15 76336773 76342475 protein_coding
ENSG00000283758 PMIS2 HGNC:53649 19 35586161 35587296 protein_coding
ENSG00000105755 ETHE1 HGNC:23287 19 43506719 43527230 protein_coding
ENSG00000147509 RGS20 HGNC:14600 8 53851795 53959303 protein_coding
ENSG00000228486 C2orf92 HGNC:49272 2 97664217 97703064 protein_coding
ENSG00000168140 VASN HGNC:18517 16 4371848 4383538 protein_coding
ENSG00000185305 ARL15 HGNC:25945 5 53883942 54310582 protein_coding
ENSG00000103423 DNAJA3 HGNC:11808 16 4425805 4456775 protein_coding
ENSG00000185453 ZSWIM9 HGNC:34495 19 48170680 48197620 protein_coding
ENSG00000006282 SPATA20 HGNC:26125 17 50543058 50555852 protein_coding
ENSG00000111046 MYF6 HGNC:7566 12 80707634 80709474 protein_coding
ENSG00000073417 PDE8A HGNC:8793 15 84980440 85139145 protein_coding
ENSG00000129455 KLK8 HGNC:6369 19 50996007 51002711 protein_coding
ENSG00000049883 PTCD2 HGNC:25734 5 72320367 72368395 protein_coding
ENSG00000120832 MTERF2 HGNC:30779 12 106977277 106987160 protein_coding
ENSG00000188997 KCTD21 HGNC:27452 11 78171249 78188626 protein_coding
ENSG00000171561 OR2AT4 HGNC:19620 11 75081753 75096876 protein_coding
ENSG00000111142 METAP2 HGNC:16672 12 95473520 95515839 protein_coding
ENSG00000181191 PJA1 HGNC:16648 X 69160851 69165521 protein_coding
ENSG00000165478 HEPACAM HGNC:26361 11 124919205 124936412 protein_coding
ENSG00000088899 LZTS3 HGNC:30139 20 3162617 3173549 protein_coding
ENSG00000125355 TMEM255A HGNC:26086 X 120258650 120311556 protein_coding
ENSG00000158089 GALNT14 HGNC:22946 2 30910467 31155202 protein_coding
ENSG00000034677 RNF19A HGNC:13432 8 100257060 100336218 protein_coding
ENSG00000110172 CHORDC1 HGNC:14525 11 90200429 90223077 protein_coding
ENSG00000125895 TMEM74B HGNC:15893 20 1180561 1185415 protein_coding
ENSG00000132670 PTPRA HGNC:9664 20 2873420 3039076 protein_coding
ENSG00000163590 PPM1L HGNC:16381 3 160755602 161078902 protein_coding
ENSG00000049618 ARID1B HGNC:18040 6 156776020 157210779 protein_coding
ENSG00000278318 ZNF229 HGNC:13022 19 44417519 44448578 protein_coding
ENSG00000163406 SLC15A2 HGNC:10921 3 121894401 121944188 protein_coding
ENSG00000160439 RDH13 HGNC:19978 19 55039108 55071291 protein_coding
ENSG00000176406 RIMS2 HGNC:17283 8 103500696 104256094 protein_coding
ENSG00000103415 HMOX2 HGNC:5014 16 4474690 4510347 protein_coding
ENSG00000068308 OTUD5 HGNC:25402 X 48922024 48958386 protein_coding
ENSG00000148090 AUH HGNC:890 9 91213815 91361918 protein_coding
ENSG00000005059 MCUB HGNC:26076 4 109560209 109688719 protein_coding
ENSG00000119125 GDA HGNC:4212 9 72114595 72257193 protein_coding
ENSG00000170627 GTSF1 HGNC:26565 12 54455950 54473602 protein_coding
ENSG00000167555 ZNF528 HGNC:29384 19 52397849 52418412 protein_coding
ENSG00000198856 OSTC HGNC:24448 4 108650585 108667820 protein_coding
ENSG00000031081 ARHGAP31 HGNC:29216 3 119294383 119420714 protein_coding
ENSG00000087884 AAMDC HGNC:30205 11 77821109 77918432 protein_coding
ENSG00000102387 TAF7L HGNC:11548 X 101268253 101293057 protein_coding
ENSG00000125744 RTN2 HGNC:10468 19 45485294 45497055 protein_coding
ENSG00000151422 FER HGNC:3655 5 108747841 109196841 protein_coding
ENSG00000109182 CWH43 HGNC:26133 4 48986275 49062081 protein_coding
ENSG00000061987 MON2 HGNC:29177 12 62466817 62600476 protein_coding
ENSG00000058262 SEC61A1 HGNC:18276 3 128051641 128071683 protein_coding
ENSG00000244588 RAD21L1 HGNC:16271 20 1226044 1296421 protein_coding
ENSG00000204025 TRPC5OS HGNC:40593 X 111876051 111903990 protein_coding
ENSG00000165359 INTS6L HGNC:27334 X 135520659 135582510 protein_coding
ENSG00000106976 DNM1 HGNC:2972 9 128191655 128255248 protein_coding
ENSG00000140398 NEIL1 HGNC:18448 15 75346955 75357115 protein_coding
ENSG00000158435 CNOT11 HGNC:25217 2 101252886 101270316 protein_coding
ENSG00000205571 SMN2 HGNC:11118 5 70049638 70078522 protein_coding
ENSG00000165495 PKNOX2 HGNC:16714 11 125164687 125433389 protein_coding
ENSG00000115353 TACR1 HGNC:11526 2 75046463 75199520 protein_coding
ENSG00000047457 CP HGNC:2295 3 149162410 149221829 protein_coding
ENSG00000124203 ZNF831 HGNC:16167 20 59123381 59259113 protein_coding
ENSG00000078699 CBFA2T2 HGNC:1536 20 33490075 33650036 protein_coding
ENSG00000164713 BRI3 HGNC:1109 7 98252379 98310441 protein_coding
ENSG00000183023 SLC8A1 HGNC:11068 2 40097270 40611053 protein_coding
ENSG00000164100 NDST3 HGNC:7682 4 118033618 118258634 protein_coding
ENSG00000141540 TTYH2 HGNC:13877 17 74213571 74262020 protein_coding
ENSG00000005889 ZFX HGNC:12869 X 24149173 24216255 protein_coding
ENSG00000165410 CFL2 HGNC:1875 14 34709113 34714823 protein_coding
ENSG00000227471 AKR1B15 HGNC:37281 7 134549110 134579875 protein_coding
ENSG00000176472 ZNF575 HGNC:27606 19 43525497 43536130 protein_coding
ENSG00000169330 MINAR1 HGNC:29172 15 79432336 79472304 protein_coding
ENSG00000172260 NEGR1 HGNC:17302 1 71395943 72282539 protein_coding
ENSG00000213022 KLK9 HGNC:6370 19 51002508 51009634 protein_coding
ENSG00000179144 GIMAP7 HGNC:22404 7 150514872 150521073 protein_coding
ENSG00000150961 SEC24D HGNC:10706 4 118722823 118838683 protein_coding
ENSG00000169021 UQCRFS1 HGNC:12587 19 29205320 29213151 protein_coding
ENSG00000243130 PSG11 HGNC:9516 19 43007656 43026474 protein_coding
ENSG00000157800 SLC37A3 HGNC:20651 7 140293693 140404433 protein_coding
ENSG00000185104 FAF1 HGNC:3578 1 50437028 50960267 protein_coding
ENSG00000281991 TMEM265 HGNC:51241 16 30740642 30745196 protein_coding
ENSG00000131979 GCH1 HGNC:4193 14 54842008 54902826 protein_coding
ENSG00000156873 PHKG2 HGNC:8931 16 30748293 30761176 protein_coding
ENSG00000149564 ESAM HGNC:17474 11 124752583 124762290 protein_coding
ENSG00000063127 SLC6A16 HGNC:13622 19 49289638 49325215 protein_coding
ENSG00000138032 PPM1B HGNC:9276 2 44167969 44244384 protein_coding
ENSG00000140612 SEC11A HGNC:17718 15 84669538 84716460 protein_coding
ENSG00000126752 SSX1 HGNC:11335 X 48255392 48267444 protein_coding
ENSG00000061492 WNT8A HGNC:12788 5 138083990 138092365 protein_coding
ENSG00000133195 SLC39A11 HGNC:14463 17 72645949 73092712 protein_coding
ENSG00000104388 RAB2A HGNC:9763 8 60516936 60623644 protein_coding
ENSG00000197779 ZNF81 HGNC:13156 X 47836902 48002561 protein_coding
ENSG00000133884 DPF2 HGNC:9964 11 65333852 65354262 protein_coding
ENSG00000080561 MID2 HGNC:7096 X 107825755 107931637 protein_coding
ENSG00000173926 MARCHF3 HGNC:28728 5 126867714 127030558 protein_coding
ENSG00000142396 ERVK3-1 HGNC:30466 19 58305319 58315663 protein_coding
ENSG00000189367 KIAA0408 HGNC:21636 6 127438406 127459389 protein_coding
ENSG00000181027 FKRP HGNC:17997 19 46746046 46776988 protein_coding
ENSG00000066405 CLDN18 HGNC:2039 3 137998735 138033655 protein_coding
ENSG00000126821 SGPP1 HGNC:17720 14 63684216 63728065 protein_coding
ENSG00000117480 FAAH HGNC:3553 1 46394317 46413848 protein_coding
ENSG00000135587 SMPD2 HGNC:11121 6 109440724 109443919 protein_coding
ENSG00000146005 PSD2 HGNC:19092 5 139795808 139844466 protein_coding
ENSG00000196118 CCDC189 HGNC:28078 16 30757423 30762221 protein_coding
ENSG00000288649 ACTL10 HGNC:16127 20 33666943 33668525 protein_coding
ENSG00000147576 ADHFE1 HGNC:16354 8 66432492 66468907 protein_coding
ENSG00000141198 TOM1L1 HGNC:11983 17 54899387 54961956 protein_coding
ENSG00000120509 PDZD11 HGNC:28034 X 70286595 70290514 protein_coding
ENSG00000138231 DBR1 HGNC:15594 3 138160988 138174921 protein_coding
ENSG00000054654 SYNE2 HGNC:17084 14 63761899 64226433 protein_coding
ENSG00000112306 RPS12 HGNC:10385 6 132814569 132817564 protein_coding
ENSG00000087460 GNAS HGNC:4392 20 58839718 58911192 protein_coding
ENSG00000221932 HEPN1 HGNC:34400 11 124919244 124920677 protein_coding
ENSG00000164411 GJB7 HGNC:16690 6 87282980 87329278 protein_coding
ENSG00000173193 PARP14 HGNC:29232 3 122680839 122730840 protein_coding
ENSG00000176788 BASP1 HGNC:957 5 17065598 17276843 protein_coding
ENSG00000177688 SUMO4 HGNC:21181 6 149400262 149401278 protein_coding
ENSG00000137726 FXYD6 HGNC:4030 11 117836976 117877486 protein_coding
ENSG00000153721 CNKSR3 HGNC:23034 6 154387515 154510685 protein_coding
ENSG00000135972 MRPS9 HGNC:14501 2 105038069 105099960 protein_coding
ENSG00000120498 TEX11 HGNC:11733 X 70528940 70908711 protein_coding
ENSG00000137944 KYAT3 HGNC:33238 1 88935773 88992953 protein_coding
ENSG00000181991 MRPS11 HGNC:14050 15 88467453 88480776 protein_coding
ENSG00000157111 TMEM171 HGNC:27031 5 73120569 73131809 protein_coding
ENSG00000142731 PLK4 HGNC:11397 4 127880893 127899224 protein_coding
ENSG00000113583 C5orf15 HGNC:20656 5 133955510 133968674 protein_coding
ENSG00000157884 CIB4 HGNC:33703 2 26581205 26641366 protein_coding
